sp_danceability,sp_energy,sp_key,sp_loudness,sp_mode,sp_speechiness,sp_acousticness,sp_instrumentalness,sp_liveness,sp_valence,sp_tempo,sp_time_signature,track_id,artist_ids,genre_list,track_name,artist_names,filename,duration,ks_key,key_corr,camelot_key,overall_tempo,tempo_time_1,tempo_time_2,tempo_time_3,chroma_time_1,chroma_time_2,chroma_time_3,combined_segments,tempo_seg_0,chroma_seg_0,tempo_seg_1,chroma_seg_1,tempo_seg_2,chroma_seg_2,tempo_seg_3,chroma_seg_3
0.8,0.862,5,-4.373,0,0.068,0.000286,0.843,0.0516,0.405,125.97,4,5cG2xC4qPmUTerZdWupWNi,['1ic0FHNGIjXZAWH6O6Reif'],['stutter house'],Need It,Ship Wrek,Ship Wrek - Need It.mp3,160.74,A# minor,0.3644585016131376,3A,125.0,7.050666666666666,84.768,98.53866666666669,24.43733333333333,38.19733333333333,41.888,"['0', '7.051t', '24.437c', '41.888c', '84.768t', '98.539t', '160.74']","(0, 7.050666666666666)","(0, 24.43733333333333)","(7.050666666666666, 84.768)","(24.43733333333333, 38.19733333333333)","(84.768, 98.53866666666669)","(38.19733333333333, 41.888)","(98.53866666666669, 160.74)","(41.888, 160.74)"
0.79,0.84,2,-4.637,1,0.0609,0.0025,0.422,0.0783,0.627,126.001,4,5MvvEKnfgMVLLBkzsgStpD,['1ic0FHNGIjXZAWH6O6Reif'],['stutter house'],Silent,Ship Wrek,Ship Wrek - Silent.mp3,187.053,A# major,0.3473594772930367,6B,125.0,53.92,60.49066666666667,182.912,14.304,30.293333333333333,183.2853333333333,"['0', '14.304c', '30.293c', '53.92t', '60.491t', '182.912tc', '187.053']","(0, 53.92)","(0, 14.304)","(53.92, 60.49066666666667)","(14.304, 30.293333333333333)","(60.49066666666667, 182.912)","(30.293333333333333, 183.2853333333333)","(182.912, 187.053)","(183.2853333333333, 187.053)"
0.775,0.96,1,-7.282,0,0.0618,0.00462,0.648,0.103,0.589,127.028,4,34fXpiwE0KrGzirOItUh9m,['1ic0FHNGIjXZAWH6O6Reif'],['stutter house'],The Function,Ship Wrek,Ship Wrek - The Function.mp3,191.411,E minor,0.3886224682724766,9A,127.8409090909091,98.76266666666666,145.10933333333332,188.29866666666663,7.754666666666667,98.41066666666669,138.624,"['0', '7.755c', '98.763t', '138.624c', '145.109t', '188.299t', '191.411']","(0, 98.76266666666666)","(0, 7.754666666666667)","(98.76266666666666, 145.10933333333332)","(7.754666666666667, 98.41066666666669)","(145.10933333333332, 188.29866666666663)","(98.41066666666669, 138.624)","(188.29866666666663, 191.411)","(138.624, 191.411)"
0.516,0.908,8,-3.312,1,0.0372,0.000502,1.62e-05,0.198,0.23,87.508,4,5dzHlLBWdxdQySpvZLHcu9,['01pKrlgPJhm5dB4lneYAqS'],"['pop dance', 'dancefloor dnb', 'uk dance']",Nobody To Love,Sigma,Sigma - Nobody To Love.mp3,242.913,A major,0.7296968390870527,11B,117.1875,11.445333333333334,49.61066666666667,231.14666666666668,14.730666666666666,51.01866666666667,231.72266666666667,"['0', '11.445tc', '49.611tc', '231.147tc', '242.913']","(0, 11.445333333333334)","(0, 14.730666666666666)","(11.445333333333334, 49.61066666666667)","(14.730666666666666, 51.01866666666667)","(49.61066666666667, 231.14666666666668)","(51.01866666666667, 231.72266666666667)","(231.14666666666668, 242.913)","(231.72266666666667, 242.913)"
0.81,0.836,1,-7.721,0,0.0645,0.0515,0.229,0.0598,0.0585,139.979,4,74fmYjFwt9CqEFAh8ybeBD,"['5he5w2lnU9x7JFhnwcekXX', '4oLeXFyACqeem2VImYeBFe', '07CimrZi5vs9iEao47TNQ4']","['house', 'stutter house', 'grime', 'brostep', 'edm', 'complextro', 'electro', 'pop dance']",Rumble,"Skrillex, Fred again.., Flowdan","Skrillex, Fred again.., Flowdan - Rumble.mp3",145.188,A minor,0.4017137539512186,8A,140.625,6.026666666666666,12.330666666666668,130.51733333333334,6.858666666666666,101.58933333333331,131.008,"['0', '6.027tc', '12.331t', '101.589c', '130.517tc', '145.188']","(0, 6.026666666666666)","(0, 6.858666666666666)","(6.026666666666666, 12.330666666666668)","(6.858666666666666, 101.58933333333331)","(12.330666666666668, 130.51733333333334)","(101.58933333333331, 131.008)","(130.51733333333334, 145.188)","(131.008, 145.188)"
0.71,0.838,8,-3.067,1,0.11,0.013,0.000417,0.297,0.394,122.993,4,2kURE6wOW7HoWaTIOa2NDF,"['2FwJwEswyIUAljqgjNSHgP', '0bdfiayQAKewqEvaU6rXCv', '6mPZJXtFVaakznkRxdgWtC']","['electropop', 'pop dance', 'danish pop', 'dance pop', 'uk dance']",Don't Leave - Throttle Remix,"Snakehips, MØ, Throttle","Snakehips, MØ - Don't Leave - Throttle Remix.mp3",293.563,B major,0.6172937461256333,1B,122.28260869565216,31.786666666666665,39.14666666666667,260.832,30.496,118.92266666666669,181.2373333333333,"['0', '31.787t', '39.147t', '118.923c', '181.237c', '260.832t', '293.563']","(0, 31.786666666666665)","(0, 30.496)","(31.786666666666665, 39.14666666666667)","(30.496, 118.92266666666669)","(39.14666666666667, 260.832)","(118.92266666666669, 181.2373333333333)","(260.832, 293.563)","(181.2373333333333, 293.563)"
0.858,0.943,1,-4.358,1,0.0663,0.000759,0.389,0.11,0.716,125.988,4,0C3Y9kst8c4UmLzomWeTTw,['46z8E62fwg6cqxCLNB1FrI'],"['tech house', 'bassline', 'bass house']",Big Ting Vibe,SQWAD,SQWAD - Big Ting Vibe.mp3,169.782,F# minor,0.3632284310835564,11A,125.0,30.453333333333333,39.690666666666665,168.26666666666668,14.976,112.64,121.824,"['0', '14.976c', '30.453t', '39.691t', '112.64c', '121.824c', '168.267t', '169.782']","(0, 30.453333333333333)","(0, 14.976)","(30.453333333333333, 39.690666666666665)","(14.976, 112.64)","(39.690666666666665, 168.26666666666668)","(112.64, 121.824)","(168.26666666666668, 169.782)","(121.824, 169.782)"
0.819,0.849,0,-6.706,1,0.0726,0.00684,0.0768,0.12,0.645,127.0,4,0LVOxIv7HB4y9llCuUUObS,['46z8E62fwg6cqxCLNB1FrI'],"['tech house', 'bassline', 'bass house']",Dancerteria,SQWAD,SQWAD - Dancerteria.mp3,230.858,F minor,0.3600356327048299,4A,127.8409090909091,29.610666666666667,60.10666666666667,226.848,136.04266666666666,152.21333333333334,195.91466666666668,"['0', '29.611t', '60.107t', '136.043c', '152.213c', '195.915c', '226.848t', '230.858']","(0, 29.610666666666667)","(0, 136.04266666666666)","(29.610666666666667, 60.10666666666667)","(136.04266666666666, 152.21333333333334)","(60.10666666666667, 226.848)","(152.21333333333334, 195.91466666666668)","(226.848, 230.858)","(195.91466666666668, 230.858)"
0.805,0.916,1,-7.161,1,0.148,0.00085,0.863,0.0498,0.0497,127.001,4,3ly7EyAG3qv3wlGBAf7gIF,['46z8E62fwg6cqxCLNB1FrI'],"['tech house', 'bassline', 'bass house']",Everybody,SQWAD,SQWAD - Everybody.mp3,213.383,C minor,0.3598535479353855,5A,127.8409090909091,43.498666666666665,135.57333333333332,163.584,44.49066666666667,135.98933333333332,165.19466666666668,"['0', '43.499tc', '135.573tc', '163.584tc', '213.383']","(0, 43.498666666666665)","(0, 44.49066666666667)","(43.498666666666665, 135.57333333333332)","(44.49066666666667, 135.98933333333332)","(135.57333333333332, 163.584)","(135.98933333333332, 165.19466666666668)","(163.584, 213.383)","(165.19466666666668, 213.383)"
0.859,0.869,7,-6.486,1,0.0651,0.00078,0.361,0.0668,0.853,125.028,4,71Zqt5NLiqVnAayCzY3C3Y,"['46z8E62fwg6cqxCLNB1FrI', '4zE0NW3CyaxTBIulekUFMD', '1YYJxpOXYk1z1WtqdeLMkn']","['tech house', 'bassline', 'bass house', 'dubstep', 'gaming dubstep', 'complextro', 'filthstep', 'electro house', 'electronic trap']",Move,"SQWAD, Badjokes, Habstrakt","SQWAD, Badjokes, Habstrakt - Move.mp3",251.195,F minor,0.310502397070197,4A,125.0,27.946666666666665,137.64266666666666,147.06133333333332,15.189333333333334,30.549333333333333,245.83466666666664,"['0', '15.189c', '27.947tc', '137.643t', '147.061t', '245.835c', '251.195']","(0, 27.946666666666665)","(0, 15.189333333333334)","(27.946666666666665, 137.64266666666666)","(15.189333333333334, 30.549333333333333)","(137.64266666666666, 147.06133333333332)","(30.549333333333333, 245.83466666666664)","(147.06133333333332, 251.195)","(245.83466666666664, 251.195)"
0.705,0.863,5,-2.92,0,0.0391,0.0105,0.227,0.137,0.311,124.068,4,2iYkWj6QZqp8yOOHcEhnGd,['523iXWyHL26prJR3GKjRhx'],[],Dozing Off Again... - House Edit,Starjunk 95,Starjunk 95 - Dozing Off Again... - House Edit.mp3,156.726,A major,0.7470109388985685,11B,125.0,15.157333333333334,69.48266666666666,143.712,23.104,96.78933333333332,138.528,"['0', '15.157t', '23.104c', '69.483t', '96.789c', '138.528c', '143.712t', '156.726']","(0, 15.157333333333334)","(0, 23.104)","(15.157333333333334, 69.48266666666666)","(23.104, 96.78933333333332)","(69.48266666666666, 143.712)","(96.78933333333332, 138.528)","(143.712, 156.726)","(138.528, 156.726)"
0.77,0.903,11,-3.931,1,0.0414,0.00864,0.376,0.154,0.314,124.015,4,0nzxHXi11ZQrZEuUQEdU87,['523iXWyHL26prJR3GKjRhx'],[],Dreamfields,Starjunk 95,Starjunk 95 - Dreamfields.mp3,157.219,C# major,0.5531036574009331,3B,125.0,31.552,60.64,91.98933333333332,29.888,59.936,90.26133333333334,"['0', '31.552t', '60.64t', '91.989t', '157.219']","(0, 31.552)","(0, 29.888)","(31.552, 60.64)","(29.888, 59.936)","(60.64, 91.98933333333332)","(59.936, 90.26133333333334)","(91.98933333333332, 157.219)","(90.26133333333334, 157.219)"
0.8,0.892,1,-6.379,1,0.048,0.0282,0.225,0.377,0.228,124.989,4,07IcdBIkR49qDS5eUn45Dv,['523iXWyHL26prJR3GKjRhx'],[],Stardust Circuit,Starjunk 95,Starjunk 95 - Stardust Circuit.mp3,180.48,G minor,0.4463730805054977,6A,125.0,61.344,67.78666666666666,178.34666666666666,14.773333333333332,46.93333333333333,53.62133333333333,"['0', '14.773c', '46.933c', '53.621c', '61.344t', '67.787t', '178.347t', '180.48']","(0, 61.344)","(0, 14.773333333333332)","(61.344, 67.78666666666666)","(14.773333333333332, 46.93333333333333)","(67.78666666666666, 178.34666666666666)","(46.93333333333333, 53.62133333333333)","(178.34666666666666, 180.48)","(53.62133333333333, 180.48)"
0.628,0.9,5,-4.353,0,0.427,0.211,0.0118,0.114,0.223,145.08,4,6hLxgEL3b6ROSWRxUrx47F,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Bloom,sumthin sumthin,sumthin sumthin - Bloom.mp3,200.244,G minor,0.7836077938714641,6A,144.23076923076923,27.73333333333333,117.81333333333332,131.66933333333333,26.901333333333334,52.576,118.25066666666666,"['0', '27.733t', '52.576c', '117.813tc', '131.669t', '200.244']","(0, 27.73333333333333)","(0, 26.901333333333334)","(27.73333333333333, 117.81333333333332)","(26.901333333333334, 52.576)","(117.81333333333332, 131.66933333333333)","(52.576, 118.25066666666666)","(131.66933333333333, 200.244)","(118.25066666666666, 200.244)"
0.842,0.561,9,-5.612,1,0.346,0.0695,0.00727,0.054,0.489,113.184,5,1sapkOtIyfmZTwiQeXHOQb,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Cut That,sumthin sumthin,sumthin sumthin - Cut That.mp3,113.051,G# minor,0.3671311624932816,1A,85.22727272727273,12.629333333333332,43.296,58.21866666666666,22.752,47.626666666666665,61.92,"['0', '12.629t', '22.752c', '43.296tc', '58.219tc', '113.051']","(0, 12.629333333333332)","(0, 22.752)","(12.629333333333332, 43.296)","(22.752, 47.626666666666665)","(43.296, 58.21866666666666)","(47.626666666666665, 61.92)","(58.21866666666666, 113.051)","(61.92, 113.051)"
0.695,0.566,8,-5.931,1,0.0597,0.012,0.0111,0.0809,0.105,140.078,4,6NhvQG9YX4g5EuKqlL6zF4,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Ghost,sumthin sumthin,sumthin sumthin - Ghost.mp3,220.167,A major,0.4840067833782026,11B,140.625,27.168,148.40533333333337,163.73333333333332,54.35733333333334,110.688,123.37066666666666,"['0', '27.168t', '54.357c', '110.688c', '123.371c', '148.405t', '163.733t', '220.167']","(0, 27.168)","(0, 54.35733333333334)","(27.168, 148.40533333333337)","(54.35733333333334, 110.688)","(148.40533333333337, 163.73333333333332)","(110.688, 123.37066666666666)","(163.73333333333332, 220.167)","(123.37066666666666, 220.167)"
0.756,0.498,0,-7.212,1,0.211,0.014,0.923,0.108,0.387,160.051,4,79OYtvVOyMatnjFcwd73KI,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Gryme,sumthin sumthin,sumthin sumthin - Gryme.mp3,198.077,G major,0.5427727874894234,9B,106.13207547169812,46.96533333333333,94.72,150.08,21.664,47.72266666666667,175.38133333333334,"['0', '21.664c', '46.965tc', '94.72t', '150.08t', '175.381c', '198.077']","(0, 46.96533333333333)","(0, 21.664)","(46.96533333333333, 94.72)","(21.664, 47.72266666666667)","(94.72, 150.08)","(47.72266666666667, 175.38133333333334)","(150.08, 198.077)","(175.38133333333334, 198.077)"
0.833,0.364,1,-7.515,0,0.14,0.0403,0.567,0.313,0.0938,106.778,4,4jnKKSidsD6llLQhauro0N,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Vivid,sumthin sumthin,sumthin sumthin - Vivid.mp3,199.805,B minor,0.7514426271481282,10A,106.13207547169812,53.25866666666667,90.144,125.728,46.464,90.34666666666666,118.21866666666666,"['0', '46.464c', '53.259t', '90.144tc', '118.219c', '125.728t', '199.805']","(0, 53.25866666666667)","(0, 46.464)","(53.25866666666667, 90.144)","(46.464, 90.34666666666666)","(90.144, 125.728)","(90.34666666666666, 118.21866666666666)","(125.728, 199.805)","(118.21866666666666, 199.805)"
0.646,0.693,11,-7.505,0,0.0651,0.0213,0.506,0.126,0.321,130.063,4,5rFRdSHV7GQyu2kNjyXRgE,"['2a8ez0A2owcYhFki9860sm', '1496XxkytEk26FUJLfpVZr']","['electra', 'vapor twitch', 'future bass', 'glitch hop', 'downtempo bass']",Salt,"sumthin sumthin, CloZee","sumthin sumthin, CloZee - Salt.mp3",220.699,G# minor,0.7539194962599497,1A,130.8139534883721,88.23466666666667,177.71733333333333,206.57066666666665,169.67466666666667,177.19466666666668,207.14666666666668,"['0', '88.235t', '169.675c', '177.717t', '206.571tc', '220.699']","(0, 88.23466666666667)","(0, 169.67466666666667)","(88.23466666666667, 177.71733333333333)","(169.67466666666667, 177.19466666666668)","(177.71733333333333, 206.57066666666665)","(177.19466666666668, 207.14666666666668)","(206.57066666666665, 220.699)","(207.14666666666668, 220.699)"
0.557,0.511,10,-4.908,0,0.0692,0.00275,0.147,0.252,0.184,172.071,4,0mD8lQozlXUYdDcHFr8C59,"['2a8ez0A2owcYhFki9860sm', '78JjBYPpCRwGwaZff4qQrv']","['halftime dnb', 'vapor twitch', 'future bass']",Damage,"sumthin sumthin, Saka","sumthin sumthin, Saka - Damage.mp3",174.588,A minor,0.5151968094858033,8A,86.53846153846153,42.784,111.296,154.56,21.749333333333333,102.4,158.48533333333333,"['0', '21.749c', '42.784t', '102.4c', '111.296t', '154.56tc', '174.588']","(0, 42.784)","(0, 21.749333333333333)","(42.784, 111.296)","(21.749333333333333, 102.4)","(111.296, 154.56)","(102.4, 158.48533333333333)","(154.56, 174.588)","(158.48533333333333, 174.588)"
0.682,0.9,5,-1.906,1,0.0491,0.0111,0.642,0.121,0.54,123.432,4,11YZz3OSf3QukO7CHSkVvT,['5zFMLXUnqxwdgTpLCX9LDj'],['vapor soul'],Here with You,Super Duper,Super Duper - Here with You.mp3,163.26,G major,0.5907562592773892,9B,122.28260869565216,23.914666666666665,35.456,139.15733333333333,22.538666666666668,42.74133333333333,138.92266666666666,"['0', '23.915t', '35.456t', '42.741c', '139.157t', '163.26']","(0, 23.914666666666665)","(0, 22.538666666666668)","(23.914666666666665, 35.456)","(22.538666666666668, 42.74133333333333)","(35.456, 139.15733333333333)","(42.74133333333333, 138.92266666666666)","(139.15733333333333, 163.26)","(138.92266666666666, 163.26)"
0.89,0.477,2,-5.876,1,0.056,0.0122,0.746,0.0812,0.531,125.987,4,3qLLNBpWO3XMmlpMc5bS0q,['4QWmN97HRZya55JvxN3I5a'],"['doujin', 'bass house']",Through Glass,Taiki Nulight,Taiki Nulight - Through Glass.mp3,152.376,F minor,0.5711434469551729,4A,125.0,14.304,59.31733333333333,91.43466666666669,15.114666666666666,60.8,90.96533333333332,"['0', '14.304tc', '59.317tc', '91.435t', '152.376']","(0, 14.304)","(0, 15.114666666666666)","(14.304, 59.31733333333333)","(15.114666666666666, 60.8)","(59.31733333333333, 91.43466666666669)","(60.8, 90.96533333333332)","(91.43466666666669, 152.376)","(90.96533333333332, 152.376)"
0.827,0.773,2,-7.055,1,0.0513,0.000627,0.458,0.0587,0.345,128.0,4,7ckBAzy6ZE8FF3u4YcX7Q2,"['4QWmN97HRZya55JvxN3I5a', '2U5JmM5bTJuARrzQYnDAKn']","['bassline', 'doujin', 'bass house']",Soundwave,"Taiki Nulight, Dread MC","Taiki Nulight, Dread MC - Soundwave.mp3",240.305,A# minor,0.4667661753931869,3A,127.8409090909091,63.12533333333333,120.16,134.496,14.410666666666666,59.79733333333333,210.05866666666665,"['0', '14.411c', '63.125t', '120.16t', '134.496t', '210.059c', '240.305']","(0, 63.12533333333333)","(0, 14.410666666666666)","(63.12533333333333, 120.16)","(14.410666666666666, 59.79733333333333)","(120.16, 134.496)","(59.79733333333333, 210.05866666666665)","(134.496, 240.305)","(210.05866666666665, 240.305)"
0.89,0.885,11,-4.44,0,0.0751,0.00655,0.195,0.292,0.537,125.023,4,3ehnUlsh4gPBmORuJkOiPd,"['4QWmN97HRZya55JvxN3I5a', '1kk6o5FDlujcgz2d2iFXKy']","['deep groove house', 'australian house', 'doujin', 'bass house']",Dr Sbaitso,"Taiki Nulight, LO'99","Taiki Nulight, LO'99 - Dr Sbaitso.mp3",192.693,A# minor,0.3084435550343006,3A,125.0,30.858666666666668,90.16533333333334,131.30666666666667,29.258666666666667,119.008,130.816,"['0', '30.859t', '90.165t', '119.008c', '131.307t', '192.693']","(0, 30.858666666666668)","(0, 29.258666666666667)","(30.858666666666668, 90.16533333333334)","(29.258666666666667, 119.008)","(90.16533333333334, 131.30666666666667)","(119.008, 130.816)","(131.30666666666667, 192.693)","(130.816, 192.693)"
0.813,0.543,1,-9.512,1,0.0499,0.00163,0.0262,0.326,0.876,113.998,4,6OZEWmc80WHiWZ1YVcWhcZ,"['5INjqkS1o8h1imAzPqGZBb', '4T6l995AHz8HCY7TCfQorD']","['australian psych', 'rock', 'modern rock', 'neo-psychedelic']",Patience - Maurice Fulton Remix,"Tame Impala, Maurice Fulton",Tame Impala - Patience - Maurice Fulton Remix.mp3,359.839,D minor,0.360261038878,7A,114.79591836734694,18.56,68.34133333333334,262.08,16.554666666666666,49.93066666666667,293.6213333333333,"['0', '18.56t', '49.931c', '68.341t', '262.08t', '293.621c', '359.839']","(0, 18.56)","(0, 16.554666666666666)","(18.56, 68.34133333333334)","(16.554666666666666, 49.93066666666667)","(68.34133333333334, 262.08)","(49.93066666666667, 293.6213333333333)","(262.08, 359.839)","(293.6213333333333, 359.839)"
0.822,0.771,5,-4.884,0,0.168,0.00187,0.0738,0.295,0.312,126.004,4,6lgBkcpImsGfzpJmTAGigQ,"['1KpCi9BOfviCVhmpI4G2sY', '5kPhAZL6iV8iDywUmIPC3g']","['future house', 'house', 'deep groove house', 'chinese electronic', 'progressive house', 'edm', 'pop dance', 'electro house']",Adieu (Chace Remix),"Tchami, Chace",Tchami - Adieu (Chace Remix).mp3,212.851,F minor,0.3850795803300853,4A,125.0,60.17066666666667,104.96,121.19466666666666,60.608,108.21333333333334,140.94933333333333,"['0', '60.171tc', '104.96tc', '121.195t', '140.949c', '212.851']","(0, 60.17066666666667)","(0, 60.608)","(60.17066666666667, 104.96)","(60.608, 108.21333333333334)","(104.96, 121.19466666666666)","(108.21333333333334, 140.94933333333333)","(121.19466666666666, 212.851)","(140.94933333333333, 212.851)"
0.795,0.826,9,-4.407,1,0.0639,0.00151,0.671,0.0915,0.192,123.982,4,0DCFw6EL8ogVYGlAHetO9k,"['1KpCi9BOfviCVhmpI4G2sY', '4QWmN97HRZya55JvxN3I5a']","['future house', 'house', 'bass house', 'deep groove house', 'progressive house', 'edm', 'doujin', 'pop dance', 'electro house']",Godspell,"Tchami, Taiki Nulight",Tchami - Godspell (feat. Taiki Nulight).mp3,265.581,G# major,0.3818821696983016,4B,125.0,123.88266666666668,160.87466666666666,240.5653333333333,123.24266666666666,162.48533333333333,240.20266666666663,"['0', '123.883t', '160.875tc', '240.565t', '265.581']","(0, 123.88266666666668)","(0, 123.24266666666666)","(123.88266666666668, 160.87466666666666)","(123.24266666666666, 162.48533333333333)","(160.87466666666666, 240.5653333333333)","(162.48533333333333, 240.20266666666663)","(240.5653333333333, 265.581)","(240.20266666666663, 265.581)"
0.804,0.681,11,-10.055,1,0.0855,4.61e-05,0.847,0.0388,0.808,124.996,4,22E507CZ9vsCnhfj2LSYIs,"['1KpCi9BOfviCVhmpI4G2sY', '5ASWBtbVe1yfxjrCuREQ4p']","['progressive electro house', 'future house', 'house', 'dutch house', 'deep groove house', 'progressive house', 'sky room', 'edm', 'pop dance', 'melbourne bounce', 'electro house']",Omega,"Tchami, Ibranovski",Tchami - Omega (feat. Ibranovski).mp3,203.916,G# minor,0.3811161309044106,1A,125.0,47.57333333333333,93.93066666666668,101.35466666666666,47.872,93.48266666666666,123.24266666666666,"['0', '47.573tc', '93.931t', '101.355t', '123.243c', '203.916']","(0, 47.57333333333333)","(0, 47.872)","(47.57333333333333, 93.93066666666668)","(47.872, 93.48266666666666)","(93.93066666666668, 101.35466666666666)","(93.48266666666666, 123.24266666666666)","(101.35466666666666, 203.916)","(123.24266666666666, 203.916)"
0.747,0.898,8,-5.206,0,0.221,0.0302,0.0321,0.0897,0.479,126.049,4,1ykuuJCnLBtJ0XBFgL8DCe,['1KpCi9BOfviCVhmpI4G2sY'],"['future house', 'house', 'deep groove house', 'progressive house', 'edm', 'pop dance', 'electro house']",Rainforest,Tchami,Tchami - Rainforest.mp3,227.221,E minor,0.6879092476765518,9A,125.0,106.99733333333332,121.632,213.81333333333333,30.261333333333333,106.496,142.336,"['0', '30.261c', '106.997t', '121.632t', '142.336c', '213.813t', '227.221']","(0, 106.99733333333332)","(0, 30.261333333333333)","(106.99733333333332, 121.632)","(30.261333333333333, 106.496)","(121.632, 213.81333333333333)","(106.496, 142.336)","(213.81333333333333, 227.221)","(142.336, 227.221)"
0.805,0.84,1,-4.527,1,0.102,0.00172,0.52,0.0751,0.411,126.019,4,7po5x6slgBtianHosm3USx,['1KpCi9BOfviCVhmpI4G2sY'],"['future house', 'house', 'deep groove house', 'progressive house', 'edm', 'pop dance', 'electro house']",SIAW,Tchami,Tchami - SIAW.mp3,268.609,F# minor,0.5764601645642504,11A,130.8139534883721,28.192,102.592,144.94933333333333,102.93333333333334,138.32533333333333,221.97333333333333,"['0', '28.192t', '102.592tc', '138.325c', '144.949t', '221.973c', '268.609']","(0, 28.192)","(0, 102.93333333333334)","(28.192, 102.592)","(102.93333333333334, 138.32533333333333)","(102.592, 144.94933333333333)","(138.32533333333333, 221.97333333333333)","(144.94933333333333, 268.609)","(221.97333333333333, 268.609)"
0.719,0.72,11,-4.799,1,0.049,0.00283,0.00698,0.0962,0.628,122.015,4,67wOrrhEBS2jY5jn4P8lV8,"['1KpCi9BOfviCVhmpI4G2sY', '4E7AV8mtElSjHZP3xA9kyU']","['future house', 'house', 'deep groove house', 'progressive house', 'neo soul', 'pop r&b', 'edm', 'pop dance', 'electro house']",World To Me,"Tchami, Luke James",Tchami - World To Me (feat. Luke James).mp3,298.787,G# major,0.6157050337783541,4B,122.28260869565216,44.36266666666667,188.384,216.94933333333333,45.141333333333336,62.88,108.97066666666667,"['0', '44.363tc', '62.88c', '108.971c', '188.384t', '216.949t', '298.787']","(0, 44.36266666666667)","(0, 45.141333333333336)","(44.36266666666667, 188.384)","(45.141333333333336, 62.88)","(188.384, 216.94933333333333)","(62.88, 108.97066666666667)","(216.94933333333333, 298.787)","(108.97066666666667, 298.787)"
0.729,0.846,4,-5.496,0,0.0364,0.0275,0.568,0.105,0.126,116.995,4,71T4dBPd96SJmZXGY3m78C,['1KpCi9BOfviCVhmpI4G2sY'],"['future house', 'house', 'deep groove house', 'progressive house', 'edm', 'pop dance', 'electro house']",Zeal,Tchami,Tchami - Zeal.mp3,180.805,G# minor,0.6874655449139039,1A,117.1875,66.03733333333334,81.80266666666667,124.49066666666668,100.288,109.32266666666666,128.97066666666666,"['0', '66.037t', '81.803t', '100.288c', '109.323c', '124.491tc', '180.805']","(0, 66.03733333333334)","(0, 100.288)","(66.03733333333334, 81.80266666666667)","(100.288, 109.32266666666666)","(81.80266666666667, 124.49066666666668)","(109.32266666666666, 128.97066666666666)","(124.49066666666668, 180.805)","(128.97066666666666, 180.805)"
0.685,0.805,4,-5.618,0,0.0707,0.0021,0.747,0.296,0.331,128.035,4,4kZrwBAUpHlK2QAsiVyOFt,"['1KpCi9BOfviCVhmpI4G2sY', '3IHsD0sttucHrX8b32Vcab', '0znYdSCG2n7myCQ8BRsJqL']","['future house', 'house', 'bass house', 'deep groove house', 'progressive house', 'edm', 'pop dance', 'electro house']",My Place,"Tchami, BROHUG, Reece","Tchami, BROHUG - My Place (feat. Reece).mp3",251.706,B minor,0.4364555358518554,10A,127.8409090909091,14.410666666666666,74.944,103.28533333333333,30.048,61.034666666666666,239.7333333333333,"['0', '14.411t', '30.048c', '61.035c', '74.944t', '103.285t', '239.733c', '251.706']","(0, 14.410666666666666)","(0, 30.048)","(14.410666666666666, 74.944)","(30.048, 61.034666666666666)","(74.944, 103.28533333333333)","(61.034666666666666, 239.7333333333333)","(103.28533333333333, 251.706)","(239.7333333333333, 251.706)"
0.917,0.633,11,-9.622,0,0.155,0.00994,0.875,0.35,0.807,124.007,4,485HVGVom0y91pnOlpZ2ij,"['1KpCi9BOfviCVhmpI4G2sY', '7w1eTNePApzDk8XtgykCPS', '7LJSAfWhO7jhjnewy6pKyZ']","['future house', 'house', 'fidget house', 'tech house', 'bass house', 'deep groove house', 'brostep', 'progressive house', 'edm', 'pop dance', 'electro house', 'electronic trap']",Prophecy (Kyle Watson Remix),"Tchami, Malaa, Kyle Watson","Tchami, Malaa - Prophecy (Kyle Watson Remix).mp3",325.08,F# minor,0.3466730028417347,11A,125.0,91.57333333333334,185.73866666666663,214.95466666666667,46.21866666666666,86.80533333333334,216.53333333333333,"['0', '46.219c', '91.573t', '185.739t', '214.955tc', '325.08']","(0, 91.57333333333334)","(0, 46.21866666666666)","(91.57333333333334, 185.73866666666663)","(46.21866666666666, 86.80533333333334)","(185.73866666666663, 214.95466666666667)","(86.80533333333334, 216.53333333333333)","(214.95466666666667, 325.08)","(216.53333333333333, 325.08)"
